sku,_attribute_set,_type,_category,_product_websites,color,created_at,size,description,has_options,name,options_container,price,required_options,short_description,status,tax_class_id,updated_at,url_key,url_path,visibility,weight,qty,use_config_min_qty,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,use_config_enable_qty_inc,_super_products_sku,_super_attribute_code,_super_attribute_option,image,small_image,thumbnail,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
77003-3,Default,configurable,,base,PINK,,,"Delicate, long pleated dress.",1,"ANNABEL DRESS PINK 77003-3",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77003-3-S,size,S,4ee92684ea8918beb8646bf7aefa6658.jpg,4ee92684ea8918beb8646bf7aefa6658.jpg,4ee92684ea8918beb8646bf7aefa6658.jpg,88,4ee92684ea8918beb8646bf7aefa6658.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77003-3-M,size,M,6954e1b978881b1713d9d8e47959e716.jpg,6954e1b978881b1713d9d8e47959e716.jpg,6954e1b978881b1713d9d8e47959e716.jpg,6954e1b978881b1713d9d8e47959e716.jpg,88,6954e1b978881b1713d9d8e47959e716.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77003-3-L,size,L,03de560349a9f2d7bd320abb86892143.jpg,03de560349a9f2d7bd320abb86892143.jpg,03de560349a9f2d7bd320abb86892143.jpg,03de560349a9f2d7bd320abb86892143.jpg,88,03de560349a9f2d7bd320abb86892143.jpg,,1,0
77003-2-S,Default,simple,,base,RED,,S,"Delicate, long pleated dress.",1,"ANNABEL DRESS RED 77003-2 - S",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77003-2-M,Default,simple,,base,RED,,M,"Delicate, long pleated dress.",1,"ANNABEL DRESS RED 77003-2 - M",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77003-2-L,Default,simple,,base,RED,,L,"Delicate, long pleated dress.",1,"ANNABEL DRESS RED 77003-2 - L",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77003-2,Default,configurable,,base,RED,,,"Delicate, long pleated dress.",1,"ANNABEL DRESS RED 77003-2",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77003-2-S,size,S,578ba76c22a3f3af74c0b32cfbe341d8.jpg,578ba76c22a3f3af74c0b32cfbe341d8.jpg,578ba76c22a3f3af74c0b32cfbe341d8.jpg,88,578ba76c22a3f3af74c0b32cfbe341d8.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77003-2-M,size,M,d0c10b878ce20bed5db46350cfe3b47c.jpg,d0c10b878ce20bed5db46350cfe3b47c.jpg,d0c10b878ce20bed5db46350cfe3b47c.jpg,d0c10b878ce20bed5db46350cfe3b47c.jpg,88,d0c10b878ce20bed5db46350cfe3b47c.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77003-2-L,size,L,cf9806dd63709845f706ae420e4bea21.jpg,cf9806dd63709845f706ae420e4bea21.jpg,cf9806dd63709845f706ae420e4bea21.jpg,cf9806dd63709845f706ae420e4bea21.jpg,88,cf9806dd63709845f706ae420e4bea21.jpg,,1,0
77003-1-S,Default,simple,,base,"BOOTLE GREEN",,S,"Delicate, long pleated dress.",1,"ANNABEL DRESS BOOTLE GREEN 77003-1 - S",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,0,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77003-1-M,Default,simple,,base,"BOOTLE GREEN",,M,"Delicate, long pleated dress.",1,"ANNABEL DRESS BOOTLE GREEN 77003-1 - M",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77003-1-L,Default,simple,,base,"BOOTLE GREEN",,L,"Delicate, long pleated dress.",1,"ANNABEL DRESS BOOTLE GREEN 77003-1 - L",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77003-1,Default,configurable,,base,"BOOTLE GREEN",,,"Delicate, long pleated dress.",1,"ANNABEL DRESS BOOTLE GREEN 77003-1",,219.00,,"Delicate, long pleated dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77003-1-S,size,S,65be37ad9d3b7d9a09ca494a99fccae2.jpg,65be37ad9d3b7d9a09ca494a99fccae2.jpg,65be37ad9d3b7d9a09ca494a99fccae2.jpg,88,65be37ad9d3b7d9a09ca494a99fccae2.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77003-1-M,size,M,2533fa699d2b15f57e9a2286c24707b8.jpg,2533fa699d2b15f57e9a2286c24707b8.jpg,2533fa699d2b15f57e9a2286c24707b8.jpg,2533fa699d2b15f57e9a2286c24707b8.jpg,88,2533fa699d2b15f57e9a2286c24707b8.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77003-1-L,size,L,ba7dc244f89fe08ad14517963a516e72.jpg,ba7dc244f89fe08ad14517963a516e72.jpg,ba7dc244f89fe08ad14517963a516e72.jpg,ba7dc244f89fe08ad14517963a516e72.jpg,88,ba7dc244f89fe08ad14517963a516e72.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6125daf7c14a62eed7942335913ac2f2.jpg,6125daf7c14a62eed7942335913ac2f2.jpg,6125daf7c14a62eed7942335913ac2f2.jpg,6125daf7c14a62eed7942335913ac2f2.jpg,88,6125daf7c14a62eed7942335913ac2f2.jpg,,1,0
77002-5-S,Default,simple,,base,WHITE,,S,"Delicate, long tulle dress.",1,"BEATRICE DRESS WHITE 77002-5 - S",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-5-M,Default,simple,,base,WHITE,,M,"Delicate, long tulle dress.",1,"BEATRICE DRESS WHITE 77002-5 - M",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-5-L,Default,simple,,base,WHITE,,L,"Delicate, long tulle dress.",1,"BEATRICE DRESS WHITE 77002-5 - L",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-5,Default,configurable,,base,WHITE,,,"Delicate, long tulle dress.",1,"BEATRICE DRESS WHITE 77002-5",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77002-5-S,size,S,8088d73f85f266c32f1ffb5e67b87e3c.jpg,8088d73f85f266c32f1ffb5e67b87e3c.jpg,8088d73f85f266c32f1ffb5e67b87e3c.jpg,88,8088d73f85f266c32f1ffb5e67b87e3c.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-5-M,size,M,92fc6f775e5d51087f16e1b0fd7173ee.jpg,92fc6f775e5d51087f16e1b0fd7173ee.jpg,92fc6f775e5d51087f16e1b0fd7173ee.jpg,92fc6f775e5d51087f16e1b0fd7173ee.jpg,88,92fc6f775e5d51087f16e1b0fd7173ee.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-5-L,size,L,7f8e91b5ce020bb41c00652fa6aa21c1.jpg,7f8e91b5ce020bb41c00652fa6aa21c1.jpg,7f8e91b5ce020bb41c00652fa6aa21c1.jpg,7f8e91b5ce020bb41c00652fa6aa21c1.jpg,88,7f8e91b5ce020bb41c00652fa6aa21c1.jpg,,1,0
77002-4-S,Default,simple,,base,BORDEUX,,S,"Delicate, long tulle dress.",1,"BEATRICE DRESS BORDEUX 77002-4 - S",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-4-M,Default,simple,,base,BORDEUX,,M,"Delicate, long tulle dress.",1,"BEATRICE DRESS BORDEUX 77002-4 - M",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-4-L,Default,simple,,base,BORDEUX,,L,"Delicate, long tulle dress.",1,"BEATRICE DRESS BORDEUX 77002-4 - L",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-4,Default,configurable,,base,BORDEUX,,,"Delicate, long tulle dress.",1,"BEATRICE DRESS BORDEUX 77002-4",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77002-4-S,size,S,6f26502d80ddcbb170c355751ada316b.jpg,6f26502d80ddcbb170c355751ada316b.jpg,6f26502d80ddcbb170c355751ada316b.jpg,88,6f26502d80ddcbb170c355751ada316b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-4-M,size,M,4233469a3e0c38957e83eb4c8989706a.jpg,4233469a3e0c38957e83eb4c8989706a.jpg,4233469a3e0c38957e83eb4c8989706a.jpg,4233469a3e0c38957e83eb4c8989706a.jpg,88,4233469a3e0c38957e83eb4c8989706a.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-4-L,size,L,76207b1298e2b7cace01c07a9746d48b.jpg,76207b1298e2b7cace01c07a9746d48b.jpg,76207b1298e2b7cace01c07a9746d48b.jpg,76207b1298e2b7cace01c07a9746d48b.jpg,88,76207b1298e2b7cace01c07a9746d48b.jpg,,1,0
77002-3-S,Default,simple,,base,"NAVY BLUE",,S,"Delicate, long tulle dress.",1,"BEATRICE DRESS NAVY BLUE 77002-3 - S",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-3-M,Default,simple,,base,"NAVY BLUE",,M,"Delicate, long tulle dress.",1,"BEATRICE DRESS NAVY BLUE 77002-3 - M",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-3-L,Default,simple,,base,"NAVY BLUE",,L,"Delicate, long tulle dress.",1,"BEATRICE DRESS NAVY BLUE 77002-3 - L",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-3,Default,configurable,,base,"NAVY BLUE",,,"Delicate, long tulle dress.",1,"BEATRICE DRESS NAVY BLUE 77002-3",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77002-3-S,size,S,f7a66e85d7824a35268dae3cbe37bfda.jpg,f7a66e85d7824a35268dae3cbe37bfda.jpg,f7a66e85d7824a35268dae3cbe37bfda.jpg,88,f7a66e85d7824a35268dae3cbe37bfda.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-3-M,size,M,9438ecb680990fd9bde35a968515a9ed.jpg,9438ecb680990fd9bde35a968515a9ed.jpg,9438ecb680990fd9bde35a968515a9ed.jpg,9438ecb680990fd9bde35a968515a9ed.jpg,88,9438ecb680990fd9bde35a968515a9ed.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-3-L,size,L,5fd936ed2a72d7f42292268148895f07.jpg,5fd936ed2a72d7f42292268148895f07.jpg,5fd936ed2a72d7f42292268148895f07.jpg,5fd936ed2a72d7f42292268148895f07.jpg,88,5fd936ed2a72d7f42292268148895f07.jpg,,1,0
77002-2-S,Default,simple,,base,APPLE,,S,"Delicate, long tulle dress.",1,"BEATRICE DRESS APPLE 77002-2 - S",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-2-M,Default,simple,,base,APPLE,,M,"Delicate, long tulle dress.",1,"BEATRICE DRESS APPLE 77002-2 - M",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-2-L,Default,simple,,base,APPLE,,L,"Delicate, long tulle dress.",1,"BEATRICE DRESS APPLE 77002-2 - L",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-2,Default,configurable,,base,APPLE,,,"Delicate, long tulle dress.",1,"BEATRICE DRESS APPLE 77002-2",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77002-2-S,size,S,c6dcc8dc81a4acae79e01c1968d09b71.jpg,c6dcc8dc81a4acae79e01c1968d09b71.jpg,c6dcc8dc81a4acae79e01c1968d09b71.jpg,88,c6dcc8dc81a4acae79e01c1968d09b71.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-2-M,size,M,ca8b13c6b0130bf72d6831185eb00a90.jpg,ca8b13c6b0130bf72d6831185eb00a90.jpg,ca8b13c6b0130bf72d6831185eb00a90.jpg,ca8b13c6b0130bf72d6831185eb00a90.jpg,88,ca8b13c6b0130bf72d6831185eb00a90.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-2-L,size,L,ecc72412fd4b2407a92e95177d4fc9ec.jpg,ecc72412fd4b2407a92e95177d4fc9ec.jpg,ecc72412fd4b2407a92e95177d4fc9ec.jpg,ecc72412fd4b2407a92e95177d4fc9ec.jpg,88,ecc72412fd4b2407a92e95177d4fc9ec.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76aeb93fccbe93ea8c9fc8ae1fa22a4f.jpg,76aeb93fccbe93ea8c9fc8ae1fa22a4f.jpg,76aeb93fccbe93ea8c9fc8ae1fa22a4f.jpg,76aeb93fccbe93ea8c9fc8ae1fa22a4f.jpg,88,76aeb93fccbe93ea8c9fc8ae1fa22a4f.jpg,,1,0
77002-1-S,Default,simple,,base,"OLD PINK",,S,"Delicate, long tulle dress.",1,"BEATRICE DRESS OLD PINK 77002-1 - S",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-1-M,Default,simple,,base,"OLD PINK",,M,"Delicate, long tulle dress.",1,"BEATRICE DRESS OLD PINK 77002-1 - M",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-1-L,Default,simple,,base,"OLD PINK",,L,"Delicate, long tulle dress.",1,"BEATRICE DRESS OLD PINK 77002-1 - L",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,0,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77002-1,Default,configurable,,base,"OLD PINK",,,"Delicate, long tulle dress.",1,"BEATRICE DRESS OLD PINK 77002-1",,164.00,,"Delicate, long tulle dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77002-1-S,size,S,f247155a5789aa24a68a4e02d986881f.jpg,f247155a5789aa24a68a4e02d986881f.jpg,f247155a5789aa24a68a4e02d986881f.jpg,88,f247155a5789aa24a68a4e02d986881f.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-1-M,size,M,27a3fb1e0ff7aaf229b6f68034db5dac.jpg,27a3fb1e0ff7aaf229b6f68034db5dac.jpg,27a3fb1e0ff7aaf229b6f68034db5dac.jpg,27a3fb1e0ff7aaf229b6f68034db5dac.jpg,88,27a3fb1e0ff7aaf229b6f68034db5dac.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77002-1-L,size,L,e2698ebe12ec44617790c2fbf3b8c7c7.jpg,e2698ebe12ec44617790c2fbf3b8c7c7.jpg,e2698ebe12ec44617790c2fbf3b8c7c7.jpg,e2698ebe12ec44617790c2fbf3b8c7c7.jpg,88,e2698ebe12ec44617790c2fbf3b8c7c7.jpg,,1,0
77001-3-S,Default,simple,,base,"OLD PINK",,S,"Delicate, long tulle dress.",1,"MARTINA DRESS OLD PINK 77001-3 - S",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-3-M,Default,simple,,base,"OLD PINK",,M,"Delicate, long tulle dress.",1,"MARTINA DRESS OLD PINK 77001-3 - M",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-3-L,Default,simple,,base,"OLD PINK",,L,"Delicate, long tulle dress.",1,"MARTINA DRESS OLD PINK 77001-3 - L",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-3,Default,configurable,,base,"OLD PINK",,,"Delicate, long tulle dress.",1,"MARTINA DRESS OLD PINK 77001-3",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77001-3-S,size,S,f8f24c43a02df50c3caf717046c23553.jpg,f8f24c43a02df50c3caf717046c23553.jpg,f8f24c43a02df50c3caf717046c23553.jpg,88,f8f24c43a02df50c3caf717046c23553.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77001-3-M,size,M,3d52174a03a463134ad6e7980d959995.jpg,3d52174a03a463134ad6e7980d959995.jpg,3d52174a03a463134ad6e7980d959995.jpg,3d52174a03a463134ad6e7980d959995.jpg,88,3d52174a03a463134ad6e7980d959995.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77001-3-L,size,L,,,,,,,,
77001-2-S,Default,simple,,base,"BOOTLE GREEN",,S,"Delicate, long tulle dress.",1,"MARTINA DRESS BOOTLE GREEN 77001-2 - S",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-2-M,Default,simple,,base,"BOOTLE GREEN",,M,"Delicate, long tulle dress.",1,"MARTINA DRESS BOOTLE GREEN 77001-2 - M",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-2-L,Default,simple,,base,"BOOTLE GREEN",,L,"Delicate, long tulle dress.",1,"MARTINA DRESS BOOTLE GREEN 77001-2 - L",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-2,Default,configurable,,base,"BOOTLE GREEN",,,"Delicate, long tulle dress.",1,"MARTINA DRESS BOOTLE GREEN 77001-2",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77001-2-S,size,S,aca2ae1ff9ebf5951d03c151fd18037b.jpg,aca2ae1ff9ebf5951d03c151fd18037b.jpg,aca2ae1ff9ebf5951d03c151fd18037b.jpg,88,aca2ae1ff9ebf5951d03c151fd18037b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77001-2-M,size,M,3b34124adb4c06127ad592a45f88e503.jpg,3b34124adb4c06127ad592a45f88e503.jpg,3b34124adb4c06127ad592a45f88e503.jpg,3b34124adb4c06127ad592a45f88e503.jpg,88,3b34124adb4c06127ad592a45f88e503.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77001-2-L,size,L,bf55d44ba79452ba87fcddd1946ce939.jpg,bf55d44ba79452ba87fcddd1946ce939.jpg,bf55d44ba79452ba87fcddd1946ce939.jpg,bf55d44ba79452ba87fcddd1946ce939.jpg,88,bf55d44ba79452ba87fcddd1946ce939.jpg,,1,0
77001-1-S,Default,simple,,base,BURGUNDY,,S,"Delicate, long tulle dress.",1,"MARTINA DRESS BURGUNDY 77001-1 - S",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-1-M,Default,simple,,base,BURGUNDY,,M,"Delicate, long tulle dress.",1,"MARTINA DRESS BURGUNDY 77001-1 - M",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-1-L,Default,simple,,base,BURGUNDY,,L,"Delicate, long tulle dress.",1,"MARTINA DRESS BURGUNDY 77001-1 - L",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
77001-1,Default,configurable,,base,BURGUNDY,,,"Delicate, long tulle dress.",1,"MARTINA DRESS BURGUNDY 77001-1",,154.00,,"Delicate, long tulle dress.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,77001-1-S,size,S,18e652353435db421dd42678d9a63ca5.jpg,18e652353435db421dd42678d9a63ca5.jpg,18e652353435db421dd42678d9a63ca5.jpg,88,18e652353435db421dd42678d9a63ca5.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77001-1-M,size,M,870ea9aff009203bfe366d746128f9d0.jpg,870ea9aff009203bfe366d746128f9d0.jpg,870ea9aff009203bfe366d746128f9d0.jpg,870ea9aff009203bfe366d746128f9d0.jpg,88,870ea9aff009203bfe366d746128f9d0.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77001-1-L,size,L,f7f27a558251b68abd492ba19909a6e5.jpg,f7f27a558251b68abd492ba19909a6e5.jpg,f7f27a558251b68abd492ba19909a6e5.jpg,f7f27a558251b68abd492ba19909a6e5.jpg,88,f7f27a558251b68abd492ba19909a6e5.jpg,,1,0
76011-6-S,Default,simple,,base,WHITE,,S,"A long dress with straps and a slit on the leg.",1,"EMMA DRESS WHITE 76011-6 - S",,229.00,,"A long dress with straps and a slit on the leg.",1,0,,,,4,0,3,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76011-6-M,Default,simple,,base,WHITE,,M,"A long dress with straps and a slit on the leg.",1,"EMMA DRESS WHITE 76011-6 - M",,229.00,,"A long dress with straps and a slit on the leg.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76011-6-L,Default,simple,,base,WHITE,,L,"A long dress with straps and a slit on the leg.",1,"EMMA DRESS WHITE 76011-6 - L",,229.00,,"A long dress with straps and a slit on the leg.",1,0,,,,4,0,3,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76011-6,Default,configurable,,base,WHITE,,,"A long dress with straps and a slit on the leg.",1,"EMMA DRESS WHITE 76011-6",,229.00,,"A long dress with straps and a slit on the leg.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,76011-6-S,size,S,6d11ead0f9efe2037bb90d56bfaa1c3b.jpg,6d11ead0f9efe2037bb90d56bfaa1c3b.jpg,6d11ead0f9efe2037bb90d56bfaa1c3b.jpg,88,6d11ead0f9efe2037bb90d56bfaa1c3b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76011-6-M,size,M,dfb25d9445378a89f6ffa56e8b8955c1.jpg,dfb25d9445378a89f6ffa56e8b8955c1.jpg,dfb25d9445378a89f6ffa56e8b8955c1.jpg,dfb25d9445378a89f6ffa56e8b8955c1.jpg,88,dfb25d9445378a89f6ffa56e8b8955c1.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76011-6-L,size,L,8034b6d0dba5edc8c1a1103322de1b12.jpg,8034b6d0dba5edc8c1a1103322de1b12.jpg,8034b6d0dba5edc8c1a1103322de1b12.jpg,8034b6d0dba5edc8c1a1103322de1b12.jpg,88,8034b6d0dba5edc8c1a1103322de1b12.jpg,,1,0
76011-5-S,Default,simple,,base,"DAFROZEN BLUE",,S,"A long dress with straps and a slit on the leg.",1,"EMMA DRESS FROZEN BLUE 76011-5 - S",,229.00,,"A long dress with straps and a slit on the leg.",1,0,,,,4,0,4,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76011-5-M,Default,simple,,base,"DAFROZEN BLUE",,M,"A long dress with straps and a slit on the leg.",1,"EMMA DRESS FROZEN BLUE 76011-5 - M",,229.00,,"A long dress with straps and a slit on the leg.",1,0,,,,4,0,3,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76011-5-L,Default,simple,,base,"DAFROZEN BLUE",,L,"A long dress with straps and a slit on the leg.",1,"EMMA DRESS FROZEN BLUE 76011-5 - L",,229.00,,"A long dress with straps and a slit on the leg.",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76011-5,Default,configurable,,base,"DAFROZEN BLUE",,,"A long dress with straps and a slit on the leg.",1,"EMMA DRESS FROZEN BLUE 76011-5",,229.00,,"A long dress with straps and a slit on the leg.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,76011-5-S,size,S,13212f360d04b725253be813c5fca681.jpg,13212f360d04b725253be813c5fca681.jpg,13212f360d04b725253be813c5fca681.jpg,88,13212f360d04b725253be813c5fca681.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76011-5-M,size,M,4653d610b9dadd968e5bdd2b52a830a0.jpg,4653d610b9dadd968e5bdd2b52a830a0.jpg,4653d610b9dadd968e5bdd2b52a830a0.jpg,4653d610b9dadd968e5bdd2b52a830a0.jpg,88,4653d610b9dadd968e5bdd2b52a830a0.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76011-5-L,size,L,db600eca9748a1274463099c5520cf87.jpg,db600eca9748a1274463099c5520cf87.jpg,db600eca9748a1274463099c5520cf87.jpg,db600eca9748a1274463099c5520cf87.jpg,88,db600eca9748a1274463099c5520cf87.jpg,,1,0
76018-2-S,Default,simple,,base,PINK,,S,"Jumpsuit with additional decorative tulle.",1,"VELVET DRESS ROSA 76018-2 - S",,149.00,,"Jumpsuit with additional decorative tulle.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76018-2-M,Default,simple,,base,PINK,,M,"Jumpsuit with additional decorative tulle.",1,"VELVET DRESS ROSA 76018-2 - M",,149.00,,"Jumpsuit with additional decorative tulle.",1,0,,,,4,0,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76018-2-L,Default,simple,,base,PINK,,L,"Jumpsuit with additional decorative tulle.",1,"VELVET DRESS ROSA 76018-2 - L",,149.00,,"Jumpsuit with additional decorative tulle.",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
76018-2,Default,configurable,,base,PINK,,,"Jumpsuit with additional decorative tulle.",1,"VELVET DRESS ROSA 76018-2",,149.00,,"Jumpsuit with additional decorative tulle.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,76018-2-S,size,S,5a86c32d39dd5cfe7422c941ef49667a.jpg,5a86c32d39dd5cfe7422c941ef49667a.jpg,5a86c32d39dd5cfe7422c941ef49667a.jpg,88,5a86c32d39dd5cfe7422c941ef49667a.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76018-2-M,size,M,578ff2621eebb81b95e029ac18acb06d.jpg,578ff2621eebb81b95e029ac18acb06d.jpg,578ff2621eebb81b95e029ac18acb06d.jpg,578ff2621eebb81b95e029ac18acb06d.jpg,88,578ff2621eebb81b95e029ac18acb06d.jpg,,1,0
